a_level,b_level,a_category,support,b_top1,b_top1_share,b_top2,b_top2_share,b_top3,b_top3_share
a_cat2,b_cat2,Wine,2,Chile,0.5,Sparkling,0.5,,
a_cat2,b_cat2,Neutrogena,2,Sun Care,0.5,Hair Care,0.5,,
a_cat2,b_cat2,Superfoods,2,SuperFoods,0.5,Vitamins and Supplements,0.5,,
a_cat2,b_cat2,"Clean, Treat, Protect Regimen",2,First Aid and Thermometers,1.0,,,,
a_cat2,b_cat2,La Colombe Coffee,2,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Olly Vitamins,2,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Laxatives,2,Digestive Health,1.0,,,,
a_cat2,b_cat2,Neutrogena Body Care,2,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Mediterranean Diet,2,Baking Needs,0.5,SuperFoods,0.5,,
a_cat2,b_cat2,Mosquito Repellent,2,Pest Control,1.0,,,,
a_cat2,b_cat2,Black Owned Skin Care,2,Hair Care,0.5,Hand & Body Lotion,0.5,,
a_cat2,b_cat2,Prevent Injury,2,Active & Sport Nutrition,1.0,,,,
a_cat2,b_cat2,Plant Based Protein & Tofu,2,,0.5,Asian,0.5,,
a_cat2,b_cat2,Art Pencils,2,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,Dog Health and Wellness,2,Dog,1.0,,,,
a_cat2,b_cat2,Festival Travel Essentials,2,Shaving & Grooming,0.5,Travel,0.5,,
a_cat2,b_cat2,Food Storage Bags,2,Paper & Plastic,1.0,,,,
a_cat2,b_cat2,Skin Care Concern,2,Facial Skin Care,1.0,,,,
a_cat2,b_cat2,Solar Eclipse Food,2,Chips,0.5,Gluten Free Chips & Snacks,0.5,,
a_cat2,b_cat2,Benadryl,2,First Aid and Thermometers,0.5,Allergy & Sinus,0.5,,
a_cat2,b_cat2,Weight Loss Pills,2,SuperFoods,0.5,Vitamins and Supplements,0.5,,
a_cat2,b_cat2,Dietary supplements,2,Vitamins and Supplements,0.5,Pain Relief,0.5,,
a_cat2,b_cat2,Compound W,2,Foot Care,1.0,,,,
a_cat2,b_cat2,Harry's,2,Shaving & Grooming,0.5,Hair Care,0.5,,
a_cat2,b_cat2,Chicken,2,,0.5,Frozen Chicken,0.5,,
a_cat2,b_cat2,Decorating Icings & Toppings,2,Baking Needs,0.5,Candy and Gum,0.5,,
a_cat2,b_cat2,Vegetarian,2,Dairy-Free,0.5,"Packaged Meals, Sides & Rice",0.5,,
a_cat2,b_cat2,Dry Eye,2,Eye Care,1.0,,,,
a_cat2,b_cat2,Multipack Snacks,2,Asian,0.5,Multipack & On The Go Snacks,0.5,,
a_cat2,b_cat2,Mouthwash,2,Oral Care,1.0,,,,
a_cat2,b_cat2,Tiger Balm,2,Pain Relief,1.0,,,,
a_cat2,b_cat2,Styling Gel and Edge Control,2,Hair Care,1.0,,,,
a_cat2,b_cat2,Grocery Stock Up,2,Spices,0.5,Cream Cheese,0.5,,
a_cat2,b_cat2,Denture Care,2,Oral Care,1.0,,,,
a_cat2,b_cat2,Teen Beauty,2,Hair Care,0.5,Deodorant & Antiperspirant,0.5,,
a_cat2,b_cat2,Bake some fall goodies kits,2,Gelatin & Puddings,0.5,Baking Mixes,0.5,,
a_cat2,b_cat2,Fruit Pouches,2,Canned Fruit & Fruit Pouches,1.0,,,,
a_cat2,b_cat2,Feel Good Sides,2,Traditional,0.5,Peppers,0.5,,
a_cat2,b_cat2,Eucerin,2,Facial Skin Care,1.0,,,,
a_cat2,b_cat2,Organic Beverages,2,Canned Fruit & Fruit Pouches,1.0,,,,
a_cat2,b_cat2,Dryer Sheets,2,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,Hispanic food,2,Dips & Salsas,1.0,,,,
a_cat2,b_cat2,Dried Beans,2,Latino Foods,1.0,,,,
a_cat2,b_cat2,Fruit butters,2,European & Mediterranean,0.5,Passover,0.5,,
a_cat2,b_cat2,Kids Hair Products,2,Hair Care,1.0,,,,
a_cat2,b_cat2,Curl Cream,2,Hair Care,1.0,,,,
a_cat2,b_cat2,Hair Care & Hair Tools,2,Hair Care,1.0,,,,
a_cat2,b_cat2,Winter Beauty,2,Hair Care,1.0,,,,
a_cat2,b_cat2,ECOS,2,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,DampRid,2,Home Organization & Supplies,1.0,,,,
a_cat2,b_cat2,Healthy baking,2,Olive Oil,0.5,Flours & Meals,0.5,,
a_cat2,b_cat2,Highlighters,2,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,Men's Shave Routine,2,Travel,0.5,Shaving & Grooming,0.5,,
a_cat2,b_cat2,Gas Relief,2,Digestive Health,1.0,,,,
a_cat2,b_cat2,Premium Body Lotions,2,Hand & Body Lotion,0.5,Facial Skin Care,0.5,,
a_cat2,b_cat2,RoC,2,Facial Skin Care,1.0,,,,
a_cat2,b_cat2,Gluten Free Baking,2,Baking Mixes,1.0,,,,
a_cat2,b_cat2,Beverages,2,Gut Health Beverages,1.0,,,,
a_cat2,b_cat2,Keto Foods,2,Canned Meat & Seafood,0.5,Cereal,0.5,,
a_cat2,b_cat2,Health Inspired Breakfast,2,Tea,0.5,Kombucha & Wellness Shots,0.5,,
a_cat2,b_cat2,Mens Shampoo and Conditioner,2,Hair Care,1.0,,,,
a_cat2,b_cat2,Whole Bean Coffee,2,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Cope With Withdrawal,2,Latino Foods,0.5,Soda & Pop,0.5,,
a_cat2,b_cat2,Milk-Bone,2,Dog,1.0,,,,
a_cat2,b_cat2,Baby Medicine Cabinet,2,First Aid and Thermometers,1.0,,,,
a_cat2,b_cat2,Little Debbie Snacks,2,Cookies,1.0,,,,
a_cat2,b_cat2,Oral Accessories,2,Oral Care,1.0,,,,
a_cat2,b_cat2,Huggies Baby Wipes,2,Baby & Kids Wipes,1.0,,,,
a_cat2,b_cat2,High Protein Foods,2,Greek,0.5,Canned Meat & Seafood,0.5,,
a_cat2,b_cat2,Wild Bird Food,2,Wild Bird Food,1.0,,,,
a_cat2,b_cat2,Beef & Lamb,2,Frozen Burgers,1.0,,,,
a_cat2,b_cat2,Lean Proteins,2,,1.0,,,,
a_cat2,b_cat2,Clean Beauty,2,Feminine Products,0.5,Facial Skin Care,0.5,,
a_cat2,b_cat2,Olay,2,Facial Skin Care,1.0,,,,
a_cat2,b_cat2,Jergens Body Lotions,2,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Airborne,2,"Cough, Cold, Flu",1.0,,,,
a_cat2,b_cat2,"Jams, jellies & preserves",2,Cones and Toppings,0.5,"Jams, Jelly & Preserves",0.5,,
a_cat2,b_cat2,Non-Alcoholic Beverages,2,Non-Alcoholic,1.0,,,,
a_cat2,b_cat2,Method,2,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Folgers Coffee,2,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Itchy Eyes,2,Eye Care,1.0,,,,
a_cat2,b_cat2,browse subscription snacks and beverages,2,Croutons & Salad Toppings,0.5,Gluten Free Chips & Snacks,0.5,,
a_cat2,b_cat2,All Equate Personal Care,2,Oral Care,0.5,Travel,0.5,,
a_cat2,b_cat2,Beauty Supplements,2,Digestive Health,0.5,Vitamins and Supplements,0.5,,
a_cat2,b_cat2,Nature's Bounty,2,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Centrum,2,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Adult Wipes,2,Feminine Products,1.0,,,,
a_cat2,b_cat2,Peet's Coffee,2,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Swiffer,2,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,New in Frozen,2,Griddles,0.5,Dinners & Entrees,0.5,,
a_cat2,b_cat2,Heart Health Supplements,2,Vitamins and Supplements,0.5,SuperFoods,0.5,,
a_cat2,b_cat2,Coffee Syrups,2,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Christmas Decor,2,Sprinkles & Decorations,0.5,Candy and Gum,0.5,,
a_cat2,b_cat2,Ready Set Food,2,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Organic Baby Food,2,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Desitin,2,Diaper Creams & Ointments,1.0,,,,
a_cat2,b_cat2,Friskies,2,Cat,1.0,,,,
a_cat2,b_cat2,Hard Seltzer,1,Latino Foods,1.0,,,,
a_cat2,b_cat2,Dr. Bronner's,1,Bath & Body,1.0,,,,
a_cat2,b_cat2,Toilet Bowl Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Aluminum Foil,1,Disposable Foil Bakeware,1.0,,,,
a_cat2,b_cat2,Puppy Supplies,1,Dog,1.0,,,,
a_cat2,b_cat2,Baby Feeding Guide,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Aquaphor Baby,1,Diaper Creams & Ointments,1.0,,,,
a_cat2,b_cat2,Earth Mama,1,Diaper Creams & Ointments,1.0,,,,
a_cat2,b_cat2,Cornbread mixes,1,Baking Mixes,1.0,,,,
a_cat2,b_cat2,New & trending baking,1,Baking Mixes,1.0,,,,
a_cat2,b_cat2,Pumpkin Spice,1,Cocoa,1.0,,,,
a_cat2,b_cat2,Biscuit mixes,1,Flours & Meals,1.0,,,,
a_cat2,b_cat2,St. Patrick's Day Food,1,Pie Crusts,1.0,,,,
a_cat2,b_cat2,Brownies,1,Breakfast & Snack Bars,1.0,,,,
a_cat2,b_cat2,Fresh Vegetables,1,Peppers,1.0,,,,
a_cat2,b_cat2,New Mom Self Care,1,Bath & Body,1.0,,,,
a_cat2,b_cat2,Party Favors,1,Kitchen & Grilling Tools,1.0,,,,
a_cat2,b_cat2,Children's Vitamins & Supplements,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,St. Ives,1,Facial Skin Care,1.0,,,,
a_cat2,b_cat2,Low Sugar Desserts,1,Fruity Confections,1.0,,,,
a_cat2,b_cat2,Shop by Theme,1,Cocktail Mixes,1.0,,,,
a_cat2,b_cat2,Low Sodium Foods,1,Latino Foods,1.0,,,,
a_cat2,b_cat2,"Sauces, mixes and more",1,"Gravy, Sauces & Seasoning Mixes",1.0,,,,
a_cat2,b_cat2,Tastykake,1,Cookies,1.0,,,,
a_cat2,b_cat2,Passover Foods,1,Pantry,1.0,,,,
a_cat2,b_cat2,Keto Diet,1,Light/Low Carb,1.0,,,,
a_cat2,b_cat2,Travel Size Deodorant,1,Travel,1.0,,,,
a_cat2,b_cat2,Mando,1,Deodorant & Antiperspirant,1.0,,,,
a_cat2,b_cat2,Seasonal Bakery,1,Breakfast/Swirl Breads,1.0,,,,
a_cat2,b_cat2,Refresh,1,Eye Care,1.0,,,,
a_cat2,b_cat2,Whole Grain,1,Chips,1.0,,,,
a_cat2,b_cat2,Low Calorie Foods,1,Specialty Vegetables,1.0,,,,
a_cat2,b_cat2,Reduced Sugar,1,Chocolate,1.0,,,,
a_cat2,b_cat2,Gluten Free Bread & Rolls,1,,1.0,,,,
a_cat2,b_cat2,Gingerbread houses,1,Chocolate,1.0,,,,
a_cat2,b_cat2,Bachan's,1,Asian,1.0,,,,
a_cat2,b_cat2,Makeup Sets,1,Makeup & Nail Care,1.0,,,,
a_cat2,b_cat2,Nature Made,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Axe,1,Hair Care,1.0,,,,
a_cat2,b_cat2,illy Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Baby Wipes,1,Baby & Kids Wipes,1.0,,,,
a_cat2,b_cat2,Frozen Pasta,1,Pasta Sauce,1.0,,,,
a_cat2,b_cat2,Dog Potty Training,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Meat sticks,1,Jerky & Meat Sticks,1.0,,,,
a_cat2,b_cat2,Elderberry Gummies,1,"Cough, Cold, Flu",1.0,,,,
a_cat2,b_cat2,Shop candy by occasion,1,Chocolate,1.0,,,,
a_cat2,b_cat2,Good N Fun Dog Treats,1,Dog,1.0,,,,
a_cat2,b_cat2,LocalFinds Alcohol,1,Australia,1.0,,,,
a_cat2,b_cat2,Holiday Mains Buying Guide,1,,1.0,,,,
a_cat2,b_cat2,High Fiber Foods,1,Indian,1.0,,,,
a_cat2,b_cat2,Aloe Vera Gel,1,Sun Care,1.0,,,,
a_cat2,b_cat2,Facial Tissue,1,Paper & Plastic,1.0,,,,
a_cat2,b_cat2,Self Tanners,1,Sun Care,1.0,,,,
a_cat2,b_cat2,Eczema Treatment,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Dermatologist Recommended Suncare,1,Sun Care,1.0,,,,
a_cat2,b_cat2,Fuel Your Workout,1,Active & Sport Nutrition,1.0,,,,
a_cat2,b_cat2,Grilling Foods,1,Gluten Free Chips & Snacks,1.0,,,,
a_cat2,b_cat2,Emergen-C,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Ritual,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Dove x Crumbl,1,Seasonal & Holiday Candy,1.0,,,,
a_cat2,b_cat2,Pop-tarts,1,Toaster Pastries,1.0,,,,
a_cat2,b_cat2,Kids Clothing Character Shop,1,Diapers & Training Pants,1.0,,,,
a_cat2,b_cat2,Swisspers,1,Makeup & Nail Care,1.0,,,,
a_cat2,b_cat2,Hanukkah Food,1,Candy,1.0,,,,
a_cat2,b_cat2,Thanksgiving Pantry Stock Up,1,"Packaged Meals, Sides & Rice",1.0,,,,
a_cat2,b_cat2,Tuna dishes,1,Canned Meat & Seafood,1.0,,,,
a_cat2,b_cat2,Buffalo chicken dip,1,Hot Sauce & Other Sauces,1.0,,,,
a_cat2,b_cat2,College & Beyond Snacks & Beverages,1,Multipack & On The Go Snacks,1.0,,,,
a_cat2,b_cat2,FSA/HSA Eligible Digestive Health,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Enfamil Baby Formula,1,Baby Health & Wellness,1.0,,,,
a_cat2,b_cat2,Dry Erase Markers,1,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,Lube,1,Sexual Health,1.0,,,,
a_cat2,b_cat2,Thorne,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Lip Balm,1,Lip Care,1.0,,,,
a_cat2,b_cat2,Party Tableware,1,Paper & Plastic,1.0,,,,
a_cat2,b_cat2,Health Inspired Smoothies & Shakes,1,Functional Beverages,1.0,,,,
a_cat2,b_cat2,Period Care,1,Feminine Products,1.0,,,,
a_cat2,b_cat2,Men's Health Supplements,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Asian Meals & Appetizers,1,Dinners & Entrees,1.0,,,,
a_cat2,b_cat2,Single Serve Adult Beverages,1,Flavored Malt Beverages,1.0,,,,
a_cat2,b_cat2,Skin Treatments,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Collagen,1,Active & Sport Nutrition,1.0,,,,
a_cat2,b_cat2,Stir fry rice and noodles,1,Asian,1.0,,,,
a_cat2,b_cat2,Ship To Home Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Starbucks Ship To Home Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Retainer Cleaner,1,Oral Care,1.0,,,,
a_cat2,b_cat2,Razors,1,Shaving & Grooming,1.0,,,,
a_cat2,b_cat2,Cupcakes,1,Cookies,1.0,,,,
a_cat2,b_cat2,Protein Shakes,1,Shelf Stable Beverages,1.0,,,,
a_cat2,b_cat2,Soft Scrub,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Sunscreen,1,Sun Care,1.0,,,,
a_cat2,b_cat2,All Incontinence,1,Incontinence,1.0,,,,
a_cat2,b_cat2,Hand Tools,1,Home Organization & Supplies,1.0,,,,
a_cat2,b_cat2,Fexofenadine,1,Allergy & Sinus,1.0,,,,
a_cat2,b_cat2,Kendamil,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Soup & Chili,1,Asian,1.0,,,,
a_cat2,b_cat2,Frozen Hair Care,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Grilling sides,1,"Packaged Meals, Sides & Rice",1.0,,,,
a_cat2,b_cat2,Easy Off,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Mens Facial Care,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Makeup Tools and Accessories,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Scrubbing Bubbles,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Body Oils,1,Bath & Toiletries,1.0,,,,
a_cat2,b_cat2,Specialty Pain Relief,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Bakery Cookies,1,Candy and Gum,1.0,,,,
a_cat2,b_cat2,CleanLogic,1,Bath & Body,1.0,,,,
a_cat2,b_cat2,Pantry staples,1,Mayonnaise,1.0,,,,
a_cat2,b_cat2,All Horse Supplies,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Teeth Whitening,1,Oral Care,1.0,,,,
a_cat2,b_cat2,Premium Hair & Scalp Treatments,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Halloween Beauty Looks,1,Makeup & Nail Care,1.0,,,,
a_cat2,b_cat2,Plant Based Foods,1,Dairy-Free,1.0,,,,
a_cat2,b_cat2,Kids' Drawing & Coloring,1,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,Elementary School Supplies,1,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,Antifungal Remedies,1,Foot Care,1.0,,,,
a_cat2,b_cat2,Premium Dog Treats,1,Dog,1.0,,,,
a_cat2,b_cat2,Glue Sticks,1,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,All Halloween Beauty,1,Makeup & Nail Care,1.0,,,,
a_cat2,b_cat2,Cetirizine,1,Allergy & Sinus,1.0,,,,
a_cat2,b_cat2,Cereals & toaster pastries,1,Cereal,1.0,,,,
a_cat2,b_cat2,"Art, Drawing & Sidewalk Chalk",1,School and Office Supplies,1.0,,,,
a_cat2,b_cat2,FSA/HSA Eligible Homeopathic Remedies,1,Homeopathy,1.0,,,,
a_cat2,b_cat2,Glass Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Themed Gift Wrap,1,Party Supplies,1.0,,,,
a_cat2,b_cat2,Every Man Jack Beard Care,1,Shaving & Grooming,1.0,,,,
a_cat2,b_cat2,Native Haircare,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Peet's Ship To Home Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Artisan Breads,1,Cookies,1.0,,,,
a_cat2,b_cat2,Exercise & Fitness Accessories,1,Protein & Lifestyle Bars,1.0,,,,
a_cat2,b_cat2,The Honey Pot,1,Feminine Products,1.0,,,,
a_cat2,b_cat2,CeraVe Lotions,1,Facial Skin Care,1.0,,,,
a_cat2,b_cat2,Wedding Accessories,1,Candy and Gum,1.0,,,,
a_cat2,b_cat2,Baby Powders,1,Bath & Toiletries,1.0,,,,
a_cat2,b_cat2,Dr Scholls,1,Foot Care,1.0,,,,
a_cat2,b_cat2,Liquid Glue & School Glue,1,Home Organization & Supplies,1.0,,,,
a_cat2,b_cat2,Wilton Decorating Tools,1,Candy and Gum,1.0,,,,
a_cat2,b_cat2,Children's Immunity Support,1,First Aid and Thermometers,1.0,,,,
a_cat2,b_cat2,Single-Serve Cups & Pods,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Healthy Eating,1,Dinners & Entrees,1.0,,,,
a_cat2,b_cat2,Winter Prep,1,Firewood & Fireplace Logs,1.0,,,,
a_cat2,b_cat2,Elderberry,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Badia Spices,1,Latino Foods,1.0,,,,
a_cat2,b_cat2,Dermatologist Recommended Treatments,1,First Aid and Thermometers,1.0,,,,
a_cat2,b_cat2,Tidy Cats Litter,1,Cat,1.0,,,,
a_cat2,b_cat2,Body Lotions & Creams,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Band Aid,1,First Aid and Thermometers,1.0,,,,
a_cat2,b_cat2,Huggies,1,Diapers & Training Pants,1.0,,,,
a_cat2,b_cat2,Thyroid Supplements,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Children's Hydration,1,Formula & Electrolytes,1.0,,,,
a_cat2,b_cat2,Hair Sets,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,On the Go,1,Chocolate,1.0,,,,
a_cat2,b_cat2,Banana Boat,1,Sun Care,1.0,,,,
a_cat2,b_cat2,Laundry Additives,1,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,Lotrimin,1,Foot Care,1.0,,,,
a_cat2,b_cat2,Postnatal Vitamins,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Shop by Lifestage,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Coffee Filters,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Gerber Baby Food & Formula,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Avalon Organics,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Estrogen Capsules,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Pool Chemicals,1,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,Jonny Cat Liners,1,Cat,1.0,,,,
a_cat2,b_cat2,Baby Drinks,1,Formula & Electrolytes,1.0,,,,
a_cat2,b_cat2,TPH by Taraji,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Pedigree,1,Dog,1.0,,,,
a_cat2,b_cat2,Immunity Support Supplements,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Fruit Cups,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Fresh Fruits,1,Fruit Snacks,1.0,,,,
a_cat2,b_cat2,Body Butters,1,Bath & Body,1.0,,,,
a_cat2,b_cat2,Downy,1,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,Drain Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Nootropics,1,Vitamins and Supplements,1.0,,,,
a_cat2,b_cat2,Arm and Hammer,1,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,Gumbo and Jambalaya,1,Spices,1.0,,,,
a_cat2,b_cat2,Paul Mitchell,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Premium Pet Nutrition,1,Cat,1.0,,,,
a_cat2,b_cat2,Other Sports Safety Equipment,1,Pest Control,1.0,,,,
a_cat2,b_cat2,Toddler Clothing,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Disposables,1,Baking Needs,1.0,,,,
a_cat2,b_cat2,Cesar Dog Food,1,Dog,1.0,,,,
a_cat2,b_cat2,Hair Removal,1,Shaving & Grooming,1.0,,,,
a_cat2,b_cat2,Home Theater,1,Hand Soap,1.0,,,,
a_cat2,b_cat2,Wilton Cake Decorating,1,Sprinkles & Decorations,1.0,,,,
a_cat2,b_cat2,Cat Training and Cleaning,1,Pet Supplies,1.0,,,,
a_cat2,b_cat2,Nivea Lip Balms,1,Lip Care,1.0,,,,
a_cat2,b_cat2,Fourth of July Party Supplies,1,Frosting & Icing,1.0,,,,
a_cat2,b_cat2,Acetaminophen,1,Pain Relief,1.0,,,,
a_cat2,b_cat2,"Vacuums, Steamers & Floor Care",1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Hemorrhoid Ointment,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Aquaphor Lotions,1,Diaper Creams & Ointments,1.0,,,,
a_cat2,b_cat2,Lactation Supplements,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Camera Accessories,1,Batteries,1.0,,,,
a_cat2,b_cat2,K-Y,1,Sexual Health,1.0,,,,
a_cat2,b_cat2,Black Owned Hair Products,1,Hair Care,1.0,,,,
a_cat2,b_cat2,Fathers Day Food,1,Ice Cream Pints,1.0,,,,
a_cat2,b_cat2,AAA Batteries,1,Batteries,1.0,,,,
a_cat2,b_cat2,Cognitive Health Supplements,1,Active & Sport Nutrition,1.0,,,,
a_cat2,b_cat2,All Food Gifts,1,Seasonal,1.0,,,,
a_cat2,b_cat2,Easter Egg Hunt,1,Seasonal & Holiday Candy,1.0,,,,
a_cat2,b_cat2,Cakes,1,Cookies,1.0,,,,
a_cat2,b_cat2,Equate Digestive Health,1,Digestive Health,1.0,,,,
a_cat2,b_cat2,Boys Clothing,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Astroglide,1,Sexual Health,1.0,,,,
a_cat2,b_cat2,Global Sweets & Candies,1,Chocolate,1.0,,,,
a_cat2,b_cat2,Sexual Enhancers,1,Sexual Health,1.0,,,,
a_cat2,b_cat2,Bona,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,VitaCup,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Shop all Wicked,1,Deodorant & Antiperspirant,1.0,,,,
a_cat2,b_cat2,Snacks and Beverages $1,1,Passover,1.0,,,,
a_cat2,b_cat2,Lunch Combos,1,Snacks / Lunch Entrees,1.0,,,,
a_cat2,b_cat2,Maxwell House Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,Gametime Pantry Essentials,1,"Packaged Meals, Sides & Rice",1.0,,,,
a_cat2,b_cat2,Children's Personal Care,1,Bath & Toiletries,1.0,,,,
a_cat2,b_cat2,3-6 Month Baby,1,Hair Care,1.0,,,,
a_cat2,b_cat2,6-12 Month Baby,1,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Foot Care Deals,1,Foot Care,1.0,,,,
a_cat2,b_cat2,Party spreads,1,Snack & String,1.0,,,,
a_cat2,b_cat2,"Brittle, Caramel & Toffee",1,Chocolate,1.0,,,,
a_cat2,b_cat2,Better for you,1,Chocolate,1.0,,,,
a_cat2,b_cat2,Purex,1,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,Shower Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat2,b_cat2,Mens Body Lotions,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,FSA/HSA Eligible Allergy & Sinus,1,Hair Care,1.0,,,,
a_cat2,b_cat2,"Tex Mex, Latin Seasonings and Sauces",1,Spices,1.0,,,,
a_cat2,b_cat2,Iams,1,Cat,1.0,,,,
a_cat2,b_cat2,FSA/HSA Eligible Cold and Sinus,1,"Cough, Cold, Flu",1.0,,,,
a_cat2,b_cat2,Frozen Beverages & Ice,1,Juice,1.0,,,,
a_cat2,b_cat2,Healthy Lifestyle,1,Appetizers & Snacks,1.0,,,,
a_cat2,b_cat2,Hispanic-Owned Food Brands,1,Latino Foods,1.0,,,,
a_cat2,b_cat2,International Picnic Favorites,1,Smoked,1.0,,,,
a_cat2,b_cat2,Seafood Meal Options,1,Butter,1.0,,,,
a_cat2,b_cat2,Medium Roast Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,The Original Donut Shop Ship To Home Coffee,1,Coffee & Creamers,1.0,,,,
a_cat2,b_cat2,FSA/HSA Eligible First Aid,1,Hand & Body Lotion,1.0,,,,
a_cat2,b_cat2,Wet,1,Sexual Health,1.0,,,,
a_cat2,b_cat2,A Dozen Cousins,1,Latino Foods,1.0,,,,
a_cat2,b_cat2,Esports Fan Shop,1,Sports & Energy Drinks,1.0,,,,
a_cat2,b_cat2,Seasonal Baking,1,Baking Mixes,1.0,,,,
a_cat2,b_cat2,Easter baking cookies,1,Frosting & Icing,1.0,,,,
a_cat2,b_cat2,Baking Pumpkin Flavors,1,Extracts & Food Coloring,1.0,,,,
a_cat2,b_cat2,Fresh Meals,1,Salads,1.0,,,,
a_cat2,b_cat2,Makeup Remover,1,Facial Skin Care,1.0,,,,
