a_level,b_level,a_category,support,b_top1,b_top1_share,b_top2,b_top2_share,b_top3,b_top3_share
a_cat3,b_cat3,Dairy Milk,4,,1.0,,,,
a_cat3,b_cat3,Face Wipes,4,Cleansers & Wipes,0.75,Acne Treatment,0.25,,
a_cat3,b_cat3,Irish Spring Body Wash,4,Men's Body Wash,1.0,,,,
a_cat3,b_cat3,Candy Canes,4,,1.0,,,,
a_cat3,b_cat3,Turkey Lunch Meat,4,,1.0,,,,
a_cat3,b_cat3,Gefilte Fish,4,,1.0,,,,
a_cat3,b_cat3,All Bleach,4,Bleach,1.0,,,,
a_cat3,b_cat3,Energy Tea,4,Ready to Drink Tea,1.0,,,,
a_cat3,b_cat3,Candy Assortments,4,,1.0,,,,
a_cat3,b_cat3,Lysol All Purpose Cleaners,4,,1.0,,,,
a_cat3,b_cat3,Baby Puff Snacks,4,"Puffs, Melts & Teething Wafers",1.0,,,,
a_cat3,b_cat3,Lump Charcoal & Briquettes,4,,1.0,,,,
a_cat3,b_cat3,Tinted Lip Balm,4,Lip Balms,1.0,,,,
a_cat3,b_cat3,TUMS,4,Antacids / Heartburn Relief,1.0,,,,
a_cat3,b_cat3,Kettle Chips,4,,1.0,,,,
a_cat3,b_cat3,Bottled Water,4,Sports Drinks,1.0,,,,
a_cat3,b_cat3,Flavored Milk,4,Dairy & Protein,0.5,Almond,0.25,,0.25
a_cat3,b_cat3,Back to College Pantry Staples,4,,0.25,Packaged Meals,0.25,Canned Tuna & Pouches,0.25
a_cat3,b_cat3,Kraft,4,,1.0,,,,
a_cat3,b_cat3,Ant Trap and Bait,4,,1.0,,,,
a_cat3,b_cat3,Scalp Scrubs & Treatments,4,Textured Hair Care,0.5,Styling Products,0.25,Shampoo & Conditioner,0.25
a_cat3,b_cat3,LED Light Bulbs,4,LED,0.5,Decorative Lights,0.5,,
a_cat3,b_cat3,Fresh Dips,4,,1.0,,,,
a_cat3,b_cat3,Shop All Frozen Pizza,3,,1.0,,,,
a_cat3,b_cat3,Maybelline Lip Makeup,3,Lips,1.0,,,,
a_cat3,b_cat3,Sparkling Juice,3,,0.6667,Ready to Drink Tea,0.3333,,
a_cat3,b_cat3,Whitening Toothpaste,3,Toothpaste,1.0,,,,
a_cat3,b_cat3,Stage 3 Gerber Baby Food,3,"Meals, Entrees, & Bowls",0.6667,Jars & Tubs - Stages 2 and Up,0.3333,,
a_cat3,b_cat3,SPF Lip Balm,3,Lip Balms,1.0,,,,
a_cat3,b_cat3,Dry Dog Food,3,Dry Food,1.0,,,,
a_cat3,b_cat3,Vinegar,3,Condiments & Sauces,0.3333,Ingredients,0.3333,Soups & Noodle Bowls,0.3333
a_cat3,b_cat3,Dove,3,Kids' Bath,0.3333,Shampoo & Conditioner,0.3333,Styling Products,0.3333
a_cat3,b_cat3,Multigrain Bread,3,,1.0,,,,
a_cat3,b_cat3,Spicy Snacks,3,,1.0,,,,
a_cat3,b_cat3,Shop All Microwavable in Minutes,3,,1.0,,,,
a_cat3,b_cat3,Alani Nu Energy Drinks,3,Energy,1.0,,,,
a_cat3,b_cat3,Organic Milk,3,,1.0,,,,
a_cat3,b_cat3,Hamburger Buns,3,,1.0,,,,
a_cat3,b_cat3,Vitamin D3,3,Heart Health,0.3333,Immune Boosters,0.3333,Calcium,0.3333
a_cat3,b_cat3,Prepared Meals,3,,1.0,,,,
a_cat3,b_cat3,Every Man Jack Body Wash,3,Men's Body Wash,1.0,,,,
a_cat3,b_cat3,Arm and Hammer Laundry Detergent,3,Laundry Detergent & Fabric Softeners,0.6667,Dryer Sheets & Laundry Supplies,0.3333,,
a_cat3,b_cat3,Night Creams,3,Moisturizers,1.0,,,,
a_cat3,b_cat3,Heinz,3,,1.0,,,,
a_cat3,b_cat3,Heavy Duty Trash Bags,3,Trash Bags,0.6667,Disposable Tableware,0.3333,,
a_cat3,b_cat3,Sliced Cheese,3,Cheese Snacks,0.3333,Sliced Packaged Cheese,0.3333,,0.3333
a_cat3,b_cat3,Latin Sodas,3,Beverages,1.0,,,,
a_cat3,b_cat3,Swanson Broths & Stocks,3,,1.0,,,,
a_cat3,b_cat3,Dips,3,,1.0,,,,
a_cat3,b_cat3,Matzo Ball Soup,3,,1.0,,,,
a_cat3,b_cat3,"Frozen Waffles, Pancakes, & French Toast",3,,1.0,,,,
a_cat3,b_cat3,Men's Multivitamins,3,Men's Multi Vitamin & Health,0.3333,Prenatal Vitamins,0.3333,Fish Oil & Omega,0.3333
a_cat3,b_cat3,Dandruff Shampoo,3,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Vitamin B12,3,"Minerals, Magnesium, Iron & Antioxidants",0.3333,Fish Oil & Omega,0.3333,Pain & Fever,0.3333
a_cat3,b_cat3,Ocean Spray Juice,3,Cranberry,0.6667,,0.3333,,
a_cat3,b_cat3,Ginger ale,3,,1.0,,,,
a_cat3,b_cat3,BB and CC Creams,3,Face,1.0,,,,
a_cat3,b_cat3,Cetaphil Body Lotion,3,Lotions & Creams,0.6667,Travel Size Products,0.3333,,
a_cat3,b_cat3,Bubble Gum,3,,1.0,,,,
a_cat3,b_cat3,Pudding & Gelatin Mixes,3,Gelatin & Puddings,0.6667,"Crackers, Snacks & Desserts",0.3333,,
a_cat3,b_cat3,Chex Mix,3,,1.0,,,,
a_cat3,b_cat3,Dawn Dish Soap,3,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Shredded Mozzarella Cheese,3,Macaroni & Cheese,0.3333,,0.3333,Gelatin & Puddings,0.3333
a_cat3,b_cat3,Frozen breakfast,3,,1.0,,,,
a_cat3,b_cat3,Monster Energy,3,Energy,1.0,,,,
a_cat3,b_cat3,"Cream Cheese, Mascarpone & Spreads",3,,1.0,,,,
a_cat3,b_cat3,Peanut oils,3,,0.3333,Specialty Seafood,0.3333,Canned Meat,0.3333
a_cat3,b_cat3,Candy Making Supplies,3,Baking Ingredients & Starches,0.6667,Baking Tools,0.3333,,
a_cat3,b_cat3,Shop all Deli Bacon,3,,1.0,,,,
a_cat3,b_cat3,Shop all Rehydration and Electrolyte Supplements,3,Electrolytes,0.6667,Electrolyte Powders,0.3333,,
a_cat3,b_cat3,Shop by Fruit Snacks Brand,3,,1.0,,,,
a_cat3,b_cat3,Fancy Feast Variety Packs,3,Wet,1.0,,,,
a_cat3,b_cat3,Protein Chips,3,,1.0,,,,
a_cat3,b_cat3,Frozen Poultry,3,,1.0,,,,
a_cat3,b_cat3,Salsa,3,,0.6667,Packaged Meals,0.3333,,
a_cat3,b_cat3,Halloween Variety Bags,3,,1.0,,,,
a_cat3,b_cat3,Downy Unstopables,3,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Hair Spray,3,Styling Products,0.6667,Shampoo & Conditioner,0.3333,,
a_cat3,b_cat3,Coffee Creamers,3,,0.6667,Collagen,0.3333,,
a_cat3,b_cat3,All Tampax,3,Tampons,1.0,,,,
a_cat3,b_cat3,All Septic Cleaners,3,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Gouda Cheese,3,,1.0,,,,
a_cat3,b_cat3,Salsas,3,,1.0,,,,
a_cat3,b_cat3,Dry Shampoo,3,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Fancy Feast Wet Kitten Food,3,Wet,1.0,,,,
a_cat3,b_cat3,Eyeliner,3,Eyes,1.0,,,,
a_cat3,b_cat3,Charcuterie,3,,1.0,,,,
a_cat3,b_cat3,Canned pasta,3,Packaged Meals,1.0,,,,
a_cat3,b_cat3,White Bread,3,,1.0,,,,
a_cat3,b_cat3,Fish,3,,1.0,,,,
a_cat3,b_cat3,Kosher Pantry,3,Ingredients,0.3333,,0.3333,Nutritional Drinks & Coconut Water,0.3333
a_cat3,b_cat3,Plant-Based Milk,3,Specialty,1.0,,,,
a_cat3,b_cat3,Covergirl Lip Balm & Conditioner,3,Face,1.0,,,,
a_cat3,b_cat3,Celebrate her,3,,0.6667,Kids' Hair,0.3333,,
a_cat3,b_cat3,Covergirl Lipstick,3,Lips,0.6667,Mascara,0.3333,,
a_cat3,b_cat3,All Textured Hair,3,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Assorted bulk candy,3,,1.0,,,,
a_cat3,b_cat3,Mens Body Wash,3,Men's Body Wash,0.6667,Lotions & Creams,0.3333,,
a_cat3,b_cat3,Salt,3,Spices,0.6667,Condiments & Sauces,0.3333,,
a_cat3,b_cat3,Old Spice Antiperspirant,3,Solids and Sticks,1.0,,,,
a_cat3,b_cat3,All Instant Coffee,3,Instant,0.6667,,0.3333,,
a_cat3,b_cat3,Dr Teal's Bubble Bath,3,"Bath Salts, Soaks & Bubble Bath",0.6667,Body Wash & Shower Gel,0.3333,,
a_cat3,b_cat3,Kellogg's Cereals,3,,1.0,,,,
a_cat3,b_cat3,Cottage Cheese,3,,1.0,,,,
a_cat3,b_cat3,Bologna Meat,3,,0.6667,Bologna,0.3333,,
a_cat3,b_cat3,Goat Cheese,3,,1.0,,,,
a_cat3,b_cat3,Vicks,3,Sinus & Nasal Care,0.6667,Sleep Aids,0.3333,,
a_cat3,b_cat3,50 Plus Multivitamins,3,,0.6667,Adult Multi Vitamin,0.3333,,
a_cat3,b_cat3,Candy hearts,3,,1.0,,,,
a_cat3,b_cat3,Grains,3,,0.3333,Rice & Grains,0.3333,Rice,0.3333
a_cat3,b_cat3,Modern Soda,2,,1.0,,,,
a_cat3,b_cat3,Bird Seeds,2,,1.0,,,,
a_cat3,b_cat3,Larabar Kid's Bars,2,,1.0,,,,
a_cat3,b_cat3,Organic Fruit Snacks,2,Pouches - All Stages,1.0,,,,
a_cat3,b_cat3,One A Day Men,2,Women's Multi Vitamin & Health,0.5,Men's Multi Vitamin & Health,0.5,,
a_cat3,b_cat3,Hair & Scalp Treatments,2,Styling Products,0.5,Textured Hair Care,0.5,,
a_cat3,b_cat3,Baking Soda & Starch,2,Baking Ingredients & Starches,0.5,,0.5,,
a_cat3,b_cat3,Pork Tenderloins,2,,1.0,,,,
a_cat3,b_cat3,Cubed & String Cheese,2,,1.0,,,,
a_cat3,b_cat3,Starbucks Frappuccino,2,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Cranberry Juice,2,,0.5,Cranberry,0.5,,
a_cat3,b_cat3,Valentine's Day Food Gifting,2,,1.0,,,,
a_cat3,b_cat3,All Easter Candy,2,,1.0,,,,
a_cat3,b_cat3,Shop All Frozen Snacks,2,,0.5,Single Serve,0.5,,
a_cat3,b_cat3,Disinfectant Wipes,2,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Supporting Black Communities,2,Craft Drawing,0.5,Rice,0.5,,
a_cat3,b_cat3,Non-Alcoholic Spirits,2,,1.0,,,,
a_cat3,b_cat3,On-The-Go Snacks,2,Jerky & Meat Sticks,1.0,,,,
a_cat3,b_cat3,Clorox Bathroom Cleaners,2,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Whole Turkeys,2,,1.0,,,,
a_cat3,b_cat3,Denture Adhesive,2,Denture Care,1.0,,,,
a_cat3,b_cat3,Canned protein,2,Canned Tuna & Pouches,0.5,Canned Meat,0.5,,
a_cat3,b_cat3,Green Tea,2,Ready to Drink Tea,1.0,,,,
a_cat3,b_cat3,Dr Pepper,2,,1.0,,,,
a_cat3,b_cat3,Chester's Fries,2,,1.0,,,,
a_cat3,b_cat3,Argan Oils,2,Styling Products,1.0,,,,
a_cat3,b_cat3,Herbal Essences Bio:Renew,2,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Eye Serums,2,Moisturizers,0.5,Serums,0.5,,
a_cat3,b_cat3,Chicken Nuggets,2,,1.0,,,,
a_cat3,b_cat3,Swiss Cheese,2,Gelatin & Puddings,0.5,Sliced Packaged Cheese,0.5,,
a_cat3,b_cat3,Freezer Bags,2,Food Storage Bags,1.0,,,,
a_cat3,b_cat3,Coca-Cola,2,Beverages,0.5,,0.5,,
a_cat3,b_cat3,Floss Picks,2,Oral Accessories,1.0,,,,
a_cat3,b_cat3,Anti-Aging Creams,2,Moisturizers,0.5,Men's Grooming,0.5,,
a_cat3,b_cat3,Sea Moss,2,,1.0,,,,
a_cat3,b_cat3,Bottled Kombucha Tea,2,,1.0,,,,
a_cat3,b_cat3,Cocoa Powders,2,,1.0,,,,
a_cat3,b_cat3,Camping Accessories,2,Disposable Tableware,0.5,,0.5,,
a_cat3,b_cat3,Single-Serve Cups & Pods,2,Kcups & Coffee Pods,1.0,,,,
a_cat3,b_cat3,Back to College Ready-To-Eat Lunch,2,Canned Meat,1.0,,,,
a_cat3,b_cat3,Dog Food for Joint & Mobility,2,Wet Food,1.0,,,,
a_cat3,b_cat3,Baby Crunchy Snacks,2,"Puffs, Melts & Teething Wafers",1.0,,,,
a_cat3,b_cat3,Weight Management Bars,2,,1.0,,,,
a_cat3,b_cat3,Frozen Cakes,2,,1.0,,,,
a_cat3,b_cat3,Altoids,2,,1.0,,,,
a_cat3,b_cat3,Bounce Dryer Sheets,2,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Hummus,2,,1.0,,,,
a_cat3,b_cat3,Saltine Crackers,2,,1.0,,,,
a_cat3,b_cat3,Ginger Tea,2,Herbal Tea,0.5,Green Tea,0.5,,
a_cat3,b_cat3,Colby Jack Cheese,2,Gelatin & Puddings,0.5,,0.5,,
a_cat3,b_cat3,13 Gallon Trash Bags,2,Trash Bags,1.0,,,,
a_cat3,b_cat3,Jello mixes,2,Gelatin & Puddings,0.5,,0.5,,
a_cat3,b_cat3,Fancy Feast Medleys,2,Wet,1.0,,,,
a_cat3,b_cat3,Shop all Gas Relief,2,Antacids / Heartburn Relief,1.0,,,,
a_cat3,b_cat3,Soft and Chewy Dog Treats,2,Treats & Chews,1.0,,,,
a_cat3,b_cat3,M&M's,2,,1.0,,,,
a_cat3,b_cat3,Oils & Shortening,2,,1.0,,,,
a_cat3,b_cat3,Lay's Potato Chips,2,,1.0,,,,
a_cat3,b_cat3,Cheddar and Sour Cream Ruffles,2,,1.0,,,,
a_cat3,b_cat3,Variety Pack Chips,2,,1.0,,,,
a_cat3,b_cat3,Diet Pills,2,,0.5,Eye Health,0.5,,
a_cat3,b_cat3,Wood Floor Cleaner,2,Cleaning Supplies,0.5,Quick Clean,0.5,,
a_cat3,b_cat3,Cereal,2,,1.0,,,,
a_cat3,b_cat3,Turmeric Curcumin,2,Heart Health,0.5,Cognitive Health,0.5,,
a_cat3,b_cat3,Spreads,2,,1.0,,,,
a_cat3,b_cat3,Tea Shipped To You,2,Green Tea,0.5,Herbal Tea,0.5,,
a_cat3,b_cat3,Canning Supplies,2,Additives,1.0,,,,
a_cat3,b_cat3,Shop All Frozen Meals,2,,0.5,"Crackers, Snacks & Desserts",0.5,,
a_cat3,b_cat3,Hair Repair Shampoo,2,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Hair Mousse,2,Styling Products,1.0,,,,
a_cat3,b_cat3,Ice Pops & Fruit Bars,2,Fruit Pops & Bars,1.0,,,,
a_cat3,b_cat3,Kiss Nails,2,Manicure & Pedicure Tools,1.0,,,,
a_cat3,b_cat3,Bucked Up,2,Energy Boosters,1.0,,,,
a_cat3,b_cat3,Shop by Dried Fruit Brand,2,Dried Fruit,1.0,,,,
a_cat3,b_cat3,Frozen Bagels & Biscuits,2,,1.0,,,,
a_cat3,b_cat3,Tortilla Chips,2,,1.0,,,,
a_cat3,b_cat3,Work Out Properly,2,Collagen,1.0,,,,
a_cat3,b_cat3,Mexican Cheese,2,Macaroni & Cheese,0.5,,0.5,,
a_cat3,b_cat3,Tofu & Kimchi,2,,0.5,Ingredients,0.5,,
a_cat3,b_cat3,Chewing Gum,2,,1.0,,,,
a_cat3,b_cat3,Coffee Shop,2,Applance Tools,1.0,,,,
a_cat3,b_cat3,Charcoal Grill Tools & Accessories,2,,1.0,,,,
a_cat3,b_cat3,Frozen Potato Side Dishes,2,,1.0,,,,
a_cat3,b_cat3,Jack Link's,2,Jerky & Meat Sticks,1.0,,,,
a_cat3,b_cat3,Boxed Milk,2,,0.5,Soy,0.5,,
a_cat3,b_cat3,Specialty sauces,2,,1.0,,,,
a_cat3,b_cat3,Dishwasher Detergent,2,Laundry Detergent & Fabric Softeners,0.5,Cleaning Supplies,0.5,,
a_cat3,b_cat3,Tang,2,Powdered Drink Mixes,1.0,,,,
a_cat3,b_cat3,Shop all honey,2,,1.0,,,,
a_cat3,b_cat3,First Aid Protect Regimen,2,Gloves,0.5,Bandages & Gauze,0.5,,
a_cat3,b_cat3,Fluoride Free Toothpaste,2,Toothpaste,1.0,,,,
a_cat3,b_cat3,Braces Floss,2,Oral Accessories,1.0,,,,
a_cat3,b_cat3,Baby & Toddler Meals,2,"Meals, Entrees, & Bowls",1.0,,,,
a_cat3,b_cat3,Margarita,2,,1.0,,,,
a_cat3,b_cat3,Gatorade Powdered Drink Mixes,2,Powdered Drink Mixes,1.0,,,,
a_cat3,b_cat3,Ice Cream,2,Pie Crusts & Fillings,0.5,Gelato,0.5,,
a_cat3,b_cat3,Mosquito Spray,2,,1.0,,,,
a_cat3,b_cat3,Black Owned Bath & Body,2,Shampoo & Conditioner,0.5,Lotions & Creams,0.5,,
a_cat3,b_cat3,Baby Laundry Detergent,2,Laundry Detergent & Fabric Softeners,1.0,,,,
a_cat3,b_cat3,Banana Boat,2,Kids & Baby,0.5,Self Tanners,0.5,,
a_cat3,b_cat3,Shop All Game Time Food,2,,1.0,,,,
a_cat3,b_cat3,Gluten free cake mix,2,,0.5,Specialty Flours,0.5,,
a_cat3,b_cat3,Always Pads with Wings,2,Maxi Pads,1.0,,,,
a_cat3,b_cat3,All Folgers Coffee,2,Canned,1.0,,,,
a_cat3,b_cat3,All Powdered Drink Mix,2,Powdered Drink Mixes,0.5,Hydration,0.5,,
a_cat3,b_cat3,Breakfast to-go,2,,1.0,,,,
a_cat3,b_cat3,Holiday Baking Mixes,2,Brownies,0.5,Cookies,0.5,,
a_cat3,b_cat3,Oral Care Accessories,2,Mouthwash,0.5,Oral Accessories,0.5,,
a_cat3,b_cat3,Margarines,2,,1.0,,,,
a_cat3,b_cat3,Ground Beef & Patties,2,,1.0,,,,
a_cat3,b_cat3,Frozen Breakfast Pastries,2,,1.0,,,,
a_cat3,b_cat3,Back to College Beverages,2,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Equate Eye Drops,2,Contact Lens Care,1.0,,,,
a_cat3,b_cat3,MiO,2,Liquid Drink Mixes,1.0,,,,
a_cat3,b_cat3,Baking & Pastry Tools,2,Baking Ingredients & Starches,1.0,,,,
a_cat3,b_cat3,Coffee Syrups,2,Creamers,1.0,,,,
a_cat3,b_cat3,All Soda Pop,2,Beverages,0.5,,0.5,,
a_cat3,b_cat3,Ready To Melt Cheese & Queso,2,Gelatin & Puddings,1.0,,,,
a_cat3,b_cat3,Baby Food Pouches,2,Fresh Refrigerated Baby & Kids Food,1.0,,,,
a_cat3,b_cat3,Juicy Juice,2,Specialty & Juice Blends,1.0,,,,
a_cat3,b_cat3,Halloween Hard Candy,2,,1.0,,,,
a_cat3,b_cat3,Gluten Free Tortillas and Wraps,2,Tortillas & Meal Kits,0.5,,0.5,,
a_cat3,b_cat3,Dog Food Toppers,2,Wet,0.5,Wet Food,0.5,,
a_cat3,b_cat3,Decaf Tea,2,Green Tea,1.0,,,,
a_cat3,b_cat3,Shop Art Pencils,2,Craft Drawing,1.0,,,,
a_cat3,b_cat3,Gluten Free Breadcrumbs,2,,0.5,Cooking Sauces,0.5,,
a_cat3,b_cat3,Shout Stain Remover,2,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Dog Dental Care,2,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Ginger Beer,2,,1.0,,,,
a_cat3,b_cat3,Dry Cat Food Brands,2,Dry,1.0,,,,
a_cat3,b_cat3,Stock up on Deodorant & Antiperspirant,2,Solids and Sticks,0.5,Clinicals,0.5,,
a_cat3,b_cat3,Dairy Free Cheese,2,,1.0,,,,
a_cat3,b_cat3,Game Day Wings,2,,1.0,,,,
a_cat3,b_cat3,Sugar Free Chocolate,2,,1.0,,,,
a_cat3,b_cat3,Womens Panties,2,Maxi Pads,0.5,,0.5,,
a_cat3,b_cat3,Ice Breakers,2,,1.0,,,,
a_cat3,b_cat3,Yoplait Yogurt,2,,1.0,,,,
a_cat3,b_cat3,Dog Dental Treats and Chews,2,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Nuts,2,Mixed Nuts,0.5,Pistachios,0.5,,
a_cat3,b_cat3,Frozen Tots,2,,1.0,,,,
a_cat3,b_cat3,Burt's Bees Skin Care,2,Cleansers & Wipes,1.0,,,,
a_cat3,b_cat3,Size 5 Diapers,2,Diapers Size 5,0.5,Diapers Size 3,0.5,,
a_cat3,b_cat3,Scalp Shampoo,2,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Vegan Marshmallows,2,,1.0,,,,
a_cat3,b_cat3,Subscriptions Snacks,2,,1.0,,,,
a_cat3,b_cat3,Renew Life,2,Probiotics - Shelf Stable,1.0,,,,
a_cat3,b_cat3,Pantene,2,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Gummy Candy,2,,1.0,,,,
a_cat3,b_cat3,Head and Shoulders,2,Textured Hair Care,0.5,Shampoo & Conditioner,0.5,,
a_cat3,b_cat3,Easter chocolate bunny,2,,1.0,,,,
a_cat3,b_cat3,Covergirl Lip Gloss & Lip Plumper,2,Lips,1.0,,,,
a_cat3,b_cat3,Fruit Juice,2,Cranberry,0.5,Apple,0.5,,
a_cat3,b_cat3,All Native,2,Solids and Sticks,0.5,Shampoo & Conditioner,0.5,,
a_cat3,b_cat3,Popcorn Kernels,2,Rice,0.5,Microwave Popcorn,0.5,,
a_cat3,b_cat3,Lip Balm & Conditioner,2,Lip Balms,0.5,Medicated,0.5,,
a_cat3,b_cat3,All Trash Bags,2,Trash Bags,0.5,Meal Prep,0.5,,
a_cat3,b_cat3,Cheese Pizza,2,,1.0,,,,
a_cat3,b_cat3,Caramel Bars,2,,0.5,Cookies,0.5,,
a_cat3,b_cat3,Clean Beauty Skincare,2,Hygiene,0.5,Acne Treatment,0.5,,
a_cat3,b_cat3,Protein2o,2,Ready To Drink,1.0,,,,
a_cat3,b_cat3,Pie Crusts & Pastry Doughs,2,,0.5,Rice & Grains,0.5,,
a_cat3,b_cat3,Stouffer's,2,Single Serve,1.0,,,,
a_cat3,b_cat3,Traditional Medicinals Tea,2,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Cherry Soda,2,Powdered Drink Mixes,0.5,,0.5,,
a_cat3,b_cat3,Vitamin D,2,Beauty & Anti-Aging,0.5,Adult Multi Vitamin,0.5,,
a_cat3,b_cat3,Top Coat and Base Coat,2,Nail Color & Treatment,1.0,,,,
a_cat3,b_cat3,Veggie Chips & Grain Chips,2,,1.0,,,,
a_cat3,b_cat3,Sandwich Rolls,2,Cookies,0.5,,0.5,,
a_cat3,b_cat3,Mother's Day Candy & Chocolate,2,,1.0,,,,
a_cat3,b_cat3,Parmesan,2,,1.0,,,,
a_cat3,b_cat3,Ricotta Cheese,2,,1.0,,,,
a_cat3,b_cat3,Dinner Rolls,2,,1.0,,,,
a_cat3,b_cat3,Heat Protection,2,Adult,0.5,Textured Hair Care,0.5,,
a_cat3,b_cat3,Kids & Baby Sunscreen,2,Kids & Baby,0.5,Adult,0.5,,
a_cat3,b_cat3,Dishwasher Cleaners,2,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Nature's Own,2,,1.0,,,,
a_cat3,b_cat3,Cream Cheese Spreads,2,,1.0,,,,
a_cat3,b_cat3,Valentine's day chocolates,2,,1.0,,,,
a_cat3,b_cat3,Kristin Ess,1,Styling Products,1.0,,,,
a_cat3,b_cat3,Root Beer,1,,1.0,,,,
a_cat3,b_cat3,Size 7 Diapers,1,Diapers Size 6 & 7,1.0,,,,
a_cat3,b_cat3,Zinc,1,"Minerals, Magnesium, Iron & Antioxidants",1.0,,,,
a_cat3,b_cat3,Neutrogena Makeup Removers,1,Cleansers & Wipes,1.0,,,,
a_cat3,b_cat3,Easter Jelly Beans,1,,1.0,,,,
a_cat3,b_cat3,Supplements & Food for Sleep and Relaxation,1,,1.0,,,,
a_cat3,b_cat3,Frozen Cheesecakes,1,,1.0,,,,
a_cat3,b_cat3,Pretzel Rods,1,,1.0,,,,
a_cat3,b_cat3,Gluten free mac and cheese,1,Macaroni & Cheese,1.0,,,,
a_cat3,b_cat3,Protein Snacks,1,,1.0,,,,
a_cat3,b_cat3,FaZe Clan Fan Shop,1,Energy,1.0,,,,
a_cat3,b_cat3,Hard Seltzers,1,Beverages,1.0,,,,
a_cat3,b_cat3,Aluminum Pans,1,Misc Foil Pans,1.0,,,,
a_cat3,b_cat3,Cookies,1,,1.0,,,,
a_cat3,b_cat3,Game Time Meals and Sides,1,,1.0,,,,
a_cat3,b_cat3,Face Primer,1,Face,1.0,,,,
a_cat3,b_cat3,Kitchen Tools & Gadgets,1,Spices,1.0,,,,
a_cat3,b_cat3,Blue Buffalo Puppy Food,1,Wet Food,1.0,,,,
a_cat3,b_cat3,Flavors of Mexico,1,,1.0,,,,
a_cat3,b_cat3,Tomatoes,1,,1.0,,,,
a_cat3,b_cat3,Cold Brew Coffee,1,Almond,1.0,,,,
a_cat3,b_cat3,Chevre cheese,1,,1.0,,,,
a_cat3,b_cat3,Dry Cat Food by Life Stage,1,Dry,1.0,,,,
a_cat3,b_cat3,Hair Gel,1,Styling Products,1.0,,,,
a_cat3,b_cat3,Natural Shampoo,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Aussie,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Every Man Jack deodorant,1,Solids and Sticks,1.0,,,,
a_cat3,b_cat3,Loofahs,1,Bath Accessories,1.0,,,,
a_cat3,b_cat3,Body Wash,1,Lotions & Creams,1.0,,,,
a_cat3,b_cat3,Cold medicine,1,Cold & Flu Multi-Symptom,1.0,,,,
a_cat3,b_cat3,New in peanut butter and spreads,1,,1.0,,,,
a_cat3,b_cat3,Gluten Free Flour,1,Specialty Flours,1.0,,,,
a_cat3,b_cat3,Water Flavoring,1,Liquid Drink Mixes,1.0,,,,
a_cat3,b_cat3,Burt's Bees Lip Balm,1,Lip Balms,1.0,,,,
a_cat3,b_cat3,Hispanic grilling,1,,1.0,,,,
a_cat3,b_cat3,Gluten Free Frozen,1,,1.0,,,,
a_cat3,b_cat3,Cold Pressed Juices & Juice Shots,1,,1.0,,,,
a_cat3,b_cat3,Coffee Filters,1,Applance Tools,1.0,,,,
a_cat3,b_cat3,The Original Donut Shop,1,Kcups & Coffee Pods,1.0,,,,
a_cat3,b_cat3,New Coffee,1,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Folgers Coffee,1,Instant,1.0,,,,
a_cat3,b_cat3,Gluten Free Food,1,Alfredo,1.0,,,,
a_cat3,b_cat3,Curly Hair Shampoo,1,Kids' Hair,1.0,,,,
a_cat3,b_cat3,Tanning Lotions & Oils,1,Lotions & Creams,1.0,,,,
a_cat3,b_cat3,Dermatologist Recommended Body Sunscreens,1,Adult,1.0,,,,
a_cat3,b_cat3,Collagen Protein Powder,1,Collagen,1.0,,,,
a_cat3,b_cat3,illy Coffee Pods,1,Kcups & Coffee Pods,1.0,,,,
a_cat3,b_cat3,Pez Candy,1,,1.0,,,,
a_cat3,b_cat3,Cranberry & Berry Juices,1,Cranberry,1.0,,,,
a_cat3,b_cat3,Syrups,1,,1.0,,,,
a_cat3,b_cat3,Brazil Nuts,1,Mixed Nuts,1.0,,,,
a_cat3,b_cat3,Makeup Palettes,1,Face,1.0,,,,
